BHF;EBHF;EVA;EPA;Vbd
Mazagao;9455787;9400395;0;
Mazamet;8761554;8703960;0;
Mazara del Vallo;8312110;8300319;8300737;
Maza-Szaszvar;5558248;5500827;0;
Mazedonien;6506500;0;0;
Mazembroz;8543183;8504650;0;
Mazeres sur le Salat;8749514;8703961;0;
Mazily;5152906;5102192;0;
Mazingarbe;8794545;8701649;0;
Mazy;8861333;8800520;0;
Mealhada;9437051;9400396;0;
Meana;8328521;8300933;8300015;
Meaux;8711610;8700517;8700957;
Mechelen;8822004;8800010;8800220;
Mechelen-Nekkersp;8822343;0;0;
Mechelen-Nekkerspoel;8857393;8800179;0;
Mechelen Zone;8823085;0;0;
Mechenice;5475970;5401949;0;
Mechernich;8003927;8003927;8053041;VRS
Mechernich(Gem);8040111;0;0;
Mechetnaia;2280128;2200978;0;
Mecholupy;5483970;5401950;0;
Mechterstädt;8012320;8012320;0;VMT
Mecikal;5123306;5102218;0;
Mecka Wola;5124106;5102228;0;
Meckelfeld;8003929;8003929;0;HVV
Meckenbeuren;8003930;8003930;8088594;BOD
Meckenheim(Bz Köln);8003931;8003931;0;VRS
Meckenheim(Gem);8040154;0;0;
Meckenheim Ind.Park;8003928;8003937;0;VRS
Meckenheim Kottenfo.;8003414;8003414;0;VRS
Meckesheim;8003932;8003932;8074578;VRN
Meclov;5491170;5401940;0;
Mecsekalja-Cserkut;5566248;5500828;0;
Mecsekjanosi;5574248;5500829;0;
Mecsekpölöske;5582248;5500830;0;
Medak;7876110;0;0;
Medard;8003935;0;0;
Medard sur Ille;8757515;8703962;0;
Mede;8372289;8301688;0;
Medebach(Gem);8040334;0;0;
Medenec;5453929;5401941;0;
Medenec zast.;5499170;5401942;0;
Mederowo;2226191;2200401;2208412;
Medesano;8336369;8301734;0;
Medeu;2772936;2700637;0;
Medewitz(Mark);8012322;8012322;0;VBB
Medgidia;5380684;5300062;5380684;
Medgyesegyhaza;5590248;5500831;0;
Medias;5331334;5300063;5331334;
Medieres;8575983;8500936;0;
Mediesu Aurit;5350259;5300259;0;
Medina del Campo;7110500;7100002;7110500;
Medkovec;5250177;5200177;0;
Medlesice;5427970;5401943;0;
Medno;7998952;7900269;0;
Mednogorsk;2034472;2001884;2040450;
Medovina;5250576;5200576;0;
Meduna di Livenza;8322411;8302442;0;
Meduno;8328718;8300726;0;
Medvedchikovo;2044824;2002509;0;
Medvedicsa;2065640;2004571;0;
Medvode;7942304;7900150;0;
Medwedewo;2034191;2000953;2004084;
Medweshja Gora;2042191;2000954;2004692;
Medyanka;2087136;2002434;0;
Medyka;5108450;5102215;5100237;
Medyka(Gr);2237370;0;0;
Medyka(Gr);5108455;5104533;0;
Medyka Rozrzadowa;5154792;5104792;0;
Medyka Towarowa;5154793;5104793;0;
Medzibrod;5643970;5601945;0;
Medzibrodie nad Orav;5651970;5601946;0;
Medzilaborce;5616220;5601947;5616220;
Medzilaborce mesto;5667970;5601948;0;
Meeder;8003938;8003938;0;
Meerane;8012323;8012323;0;VMS
Meerbusch(Gem);8040042;0;0;
Meerbusch-Osterath;8004694;8004694;8040694;VRR
Meersburg(Bodensee);8006827;8006741;0;
Meerssen;8400434;8400434;0;
Meeschensee;8086926;8079026;0;
Meggen(CH);8537361;8505001;0;
Meggen Zentrum;8555018;8505018;0;
Meggyespele;5598248;5500832;0;
Megion;2050191;2000955;2030640;
Mehadia;5361322;5311322;0;
Mehadia Noua Hm.;5350260;5300260;0;
Mehedeby Station;7452682;7402682;0;
Mehkerek;5527048;5500833;0;
Mehlmeisel;8003942;0;0;
Mehltheuer;8010229;8010229;0;VVV
Mehltheuer Leubnitze;8071528;8071528;0;
Mehrhoog;8003943;8003943;0;VRR
Mehun/Indre;8799134;8701570;0;
Mehun sur Yevre;8765514;8703963;8700111;
Meia-Praia;9471787;9400397;0;
Meierhof Abzw., Weiß;545731;545731;0;
Meilen;8503104;8503104;0;
Meina;8396289;8301691;0;
Meine;8003947;8003947;0;VRB
Meinedo;9479787;9400398;0;
Meinersdorf(Erzgeb);8012324;8012324;0;VMS
Meinersdorf Rathaus;8070972;8070972;0;
Meinersen;8003949;8003949;8038099;VRB
Meinerzhagen;8003950;8003950;0;VRL
Meinerzhagen(Gem);8040348;0;0;
Meiningen;8010230;8010230;8098477;
Meinsdorf;8010231;8010231;0;
Meiringen;8508308;8508308;8500335;
Meisenheim(Glan);8003951;0;0;
Meiser;8811171;8800230;0;
Meißen;8012326;8012326;8001375;VVO
Meißen Altstadt;8012318;8012318;0;VVO
Meißen Triebischtal;8012327;8012327;0;VVO
Meißen Triebischtal;8070839;8070839;0;
Meitingen;8003952;8003952;0;AVV
Meitzendorf;8012328;8012328;0;MAR
Meja;7864534;7800385;0;
Mejdurechensk;2066680;2004881;0;
Mekotnjak;7941847;7900257;0;
Melano-Marischio;8399489;8301731;0;
Melbach;8003953;8003953;0;RMV
Melby st;8651583;8601583;0;
Melchow;8012329;8012329;0;VBB
Melchow Bahnübergang;8074232;8079639;0;
Melchtal, Dorf;8508771;8508771;0;
Melcice;5691970;5601951;0;
Meldorf;8003954;8003954;8025595;SHT
Meldreth;7070360;7001481;0;
Mele;8380289;8301689;0;
Melecas;9495787;9400400;0;
Melegnano;8301822;8301690;0;
Melentevskij;2054912;2004130;0;
Meleuz;2099400;2004795;0;
Melfi;8311206;8302581;8300618;
Melhus Skysstasjon;7656246;7600242;0;
Melichowo;2074191;2000958;2004013;
Melide;8505302;8505302;8500381;
Melito di Porto Salv;8333838;8300334;8300769;
Melito d Porto S.;8311863;0;0;
Melitopol;2247600;2200055;2210670;
Melk;8101041;8100005;8100111;
Melk Bahnhof (Vorpla;8175065;8175065;0;
Melkendorf;8003955;0;0;
Melkouwen;8821824;8800223;0;
Melle;8003956;8003956;8049596;
Melle;8893039;0;0;
Melle(B);8850295;8800295;0;
Mellenbach-Glasbach;8012330;8012330;0;
Mellendorf;8003957;8003957;0;GVH
Mellenseestr., Berli;733094;733094;0;
Mellerud station;7450009;7400009;7400039;
Melle (TGem);8040414;0;0;
Mellikon;8503414;8503414;0;
Mellingen Heiters;8516219;0;0;
Mellingen Heitersber;8566219;8516219;0;
Mellingen(Thür);8012332;8012332;8007001;VMT
Mellrichstadt Bf;8003959;8003959;8001456;
Melnice;7872534;7800386;0;
Melnicka Vrutice;5499970;5401952;0;
Melnik;5453018;5401953;5453018;
Melnik-Mlazice;5420058;5401954;0;
Melno;5146506;5102211;0;
Melnya;2292688;2201630;0;
Melreux-Hotton;8864436;8800280;0;
Mels;8591193;8509412;0;
Melsdorf;8003960;8003960;0;SHT
Melsele;8894755;8800356;0;
Mels,Oberheiligkreuz;8589893;8589893;0;
Melsungen;8003961;8003961;8034597;NVV
Melsungen Bartenwbr;8003971;8003971;0;NVV
Melsungen-Röhrenfu.;8005125;8005125;8034125;NVV
Melun;8768200;8700540;8700467;
Melykut;5535048;5500834;0;
Melzo;8301705;8301692;0;
Memmelsdorf(Oberfr);8003963;0;0;VGN
Memmingen;8000249;8000249;8087598;
Memmingen Airport;8007071;0;0;852
Memmingen Allgäu Air;871617;871617;0;
Memmingen Bahnhof;8089303;8089303;0;
Memsen, Hoyerhagen;600445;600445;0;
Mena;2282191;2200404;2200290;
Menaggio,Via Lusardi;8583152;8583051;0;
Menars;8742465;8701592;0;
Mende;8778360;0;0;
Mende(F);8753965;8703965;8700994;
Mende(H);5543048;5500835;0;
Mendeleevsk;2045080;2004809;0;
Mendeleewo;2090191;2000959;2030005;
Menden(Gem);8040349;0;0;
Menden(Rheinl);8003966;8003966;0;VRS
Menden(Sauerland);8003967;8003967;8058710;VRL
Menden(Sauerland)S;8003965;8003965;8058711;VRL
Mendig;8004393;8004393;0;
Mendig von-Reth-Plat;8071118;8071118;0;
Mendorf;8003968;0;0;
Mendorf Feuerwehrhau;772255;788534;0;
Mendrisio;8505305;8505305;8500312;
Mendrisio S. Martino;8568475;8518475;0;
Menelzhofen, Isny im;490249;490248;0;
Menen;8896305;8800153;0;
Menföcsanak;5559048;5500837;0;
Menfövsanak felsö;5567048;5500838;0;
Mengen;8003969;8003969;8088969;NAL
Mengeringhausen;8003970;8003970;0;NVV
Mengersgereuth-H;8012333;8012333;0;
Mengersgereuth-H Ost;8012334;8012334;0;
Mengersreuth;8003972;0;0;
Mengon;2096832;2003565;0;
Menil Flin;8752065;8701514;0;
Mennecy;8726314;8703968;0;
Mennessis;8745665;8701533;0;
Mennetou sur Cher;8734314;8703969;0;
Mentelek;5575048;5500839;0;
Menton;8775648;8700150;8700295;
Menton Garavan;8775649;8701518;8700240;
Menziken;8502169;8502169;0;
Menzingen(Baden);8007145;8007145;0;421
Menzingen Bahnhof, K;724313;724313;0;
Menziswil;8554628;8504628;0;
Menznau;8535993;8508297;0;
Meolo;8333089;8301693;0;
Meppel;8400435;8400435;0;
Meppen;8003978;8003978;8049599;
Mera;5583048;5500840;0;
Meraaker;7601214;7600094;0;
Merana;8329969;8301753;0;
Merano-Maia Bassa;8302217;0;0;
Merano Meran;8302216;0;0;
Merano/Meran;8354478;8300097;8300226;
Mera(RO);5382118;5332118;0;
Mercato S.Severino;8344718;8302582;8300526;
Mercedes-Benz Werk,;723774;723774;0;
Mercenasco;8363489;8301677;0;
Merces;9424587;9400401;0;
Merching;8003979;8003979;0;AVV
Merchtem;8812120;8800340;0;
Merchweiler;8003980;8003980;0;SVV
Mercus Garrabet Cent;8750314;8703971;0;
Mereau;8772632;8705216;0;
Merefa;2251797;2201797;0;
Merelbeke;8893013;8800123;0;
Meren;2398191;2300086;2300593;
Merens les Vals;8758314;8703972;0;
Merenvielle;8766314;8703973;0;
Mergozzo;8352718;8300593;0;
Merichleri;5250189;5200189;0;
Merichleri Spirka;5250880;5200880;0;
Mericourt-Ribemont;8733665;8701581;0;
Merida;7137500;7100034;7137500;
Meriel;8782314;8703975;0;
Merignac-Arlac;8756494;8706494;0;
Mering;8003982;8003982;8086042;AVV
Mering-St Afra;8004008;8004008;0;AVV
Meri(RO);5369092;5369092;0;
Merisani;5363617;5313617;0;
Merisor;5373753;5323753;0;
Merke;5926991;5900003;5900893;
Merkholtz;8248710;8270710;0;
Merklin;5428058;5401955;0;
Merligen See;8507155;0;0;
Merligen (See);8543993;8507155;0;
Merlischachen;8553361;8505011;0;
Mer(Loir-et-Cher);8728065;8701511;8700649;
Mernye;5591048;5500841;0;
Merode;8811197;8800229;0;
Merone;8360718;8300902;0;
Merovice nad Hanou;5436058;5401956;0;
Merrey;8714240;0;0;
Merrey(Haute-Marne);8751596;8701596;8700992;
Mersch;8200110;0;0;
Mersch(LUX);8250110;8200110;8200110;
Mersch(Westf);8003986;8003986;0;VGM
Merseburg;8010232;8010232;8006690;MDV
Merseburg Bergmannsr;8012339;8012339;0;MDV
Mersin;7506585;0;0;
Merten(F);8796865;8701579;0;
Merten(Sieg);8003987;8003987;0;VRS
Mertert;8200330;8270720;0;
Mertesheim;8003988;8003988;0;VRN
Merthyr;7038550;0;0;
Merthyr Tydfil;7051491;7001490;0;
Mertingen Bahnhof;8003989;8003989;8086989;AVV
Mertzwiller;8739345;8701652;0;
Meru;8758465;8701594;8700883;
Mervans;8793690;8702543;0;
Merxheim(Colmar);8777745;8701637;0;
Mery;8842648;0;0;
Mery(B);8872673;8800271;0;
Mery(F);8790314;8703976;0;
Mery sur cher;8779112;8700468;0;
Mery sur Seine;8747695;8705061;0;
Merzenich;8003990;8003990;0;VRS
Merzenich(Gem);8040089;0;0;
Merzig(Saar);8003992;8003992;8066608;SVV
Merzig-Stadtmitte;8003991;8003991;0;SVV
Mesagne;8311607;8302583;8300619;
Meschede;8003993;8003993;8059621;VRL
Meschede(Gem);8040335;0;0;
Mesch Neue Mühle;8003450;8070734;0;OWL
Mesgrigny;8755695;8705062;0;
Mesheg;2034991;2000956;2010113;
Mesherskaya;2069640;2004522;0;
Meshewaja;2242991;2200402;2214013;
Mesice u Prahy;5484058;5401962;0;
Mesnieres en Br C;8798314;8703977;0;
Mesnil Clinchamps;8727114;8703978;0;
Mesno;5492058;5401963;0;
Mesocco, Stazione;8559993;8505964;8520008;
Messac-Guipry;8798377;8701489;8700747;
Messancy;8866662;8866662;0;
Meßdorf;8012342;8012342;0;
Messedamm/ZOB, Berli;731089;731089;0;
Messegelände/ICC, Be;731078;731078;0;
Messei;8735114;8703979;0;
Messein;8736065;8701512;0;
Messel;8003996;8003996;0;RMV
Messina Centrale;8312301;8300332;8300766;
Messina Marittima;8312300;8300331;8300765;
Messines-Alte;9477735;9400402;0;
Messinghausen;8003998;8003998;8001436;VRL
Meßkirch;8003999;0;0;
Mestecanis;5332263;5300261;5354740;
Mestecko Trnavka;5452058;5401958;0;
Mestecko u Krivoklat;5468058;5401960;0;
Mestec Kralove;5444058;5401957;0;
Mestinje;7972967;7900151;0;
Mesto Albrechtice;5476058;5401961;5434034;
Mestrino;8341089;8301694;0;
Mesves Bulcy;8743114;8703980;0;
Mesvres;8751114;8703981;0;
Metabief;8789577;8701478;0;
Metal;5250882;5200882;0;
Metaponto;8311461;8300413;8300634;
Metelen(Gem);8040219;0;0;
Metelen Land;8004001;8004001;0;VGM
Metkovic;7878650;0;0;
Metkovic(Gr);7878649;0;0;
Metkovic(Gr);8978650;0;0;
Metlika;7942502;7900032;7900227;
Metlika(Gr);7875308;0;0;
Metlika(Gr);7942500;7900044;0;
Mettenheim;8004003;8004003;0;VRN
Mettenheim Rathaus;8070873;8070872;0;
Mettingen Bahnhof, E;361459;361459;0;
Mettingen Bahnhof, E;561319;561319;0;
Mettingen(Gem);8040220;0;0;
Mettlach;8004004;8004004;8066609;SVV
Mettmann(Gem);8040032;0;0;
Mettmann Stadtwald;8004005;8004005;0;VRR
Mettmann Zentrum;8004007;8004007;0;VRR
Mettmenstetten;8567993;8502225;0;
Metzeral;8718281;8700541;0;
Metzeresche;8786545;8701648;0;
Metzervisse;8776945;8701627;0;
Metzgerei Amft, Mitt;545154;545154;0;
Metzing;8728145;8701611;0;
Metzingen-Neuhausen;8004290;8070678;0;NAL
Metzingen(Württ);8004009;8004009;8072579;NAL
Metz Nord;8731345;8701651;0;
Metz Ville;8719203;8700019;8700023;
Meudon;8759114;8703982;0;
Meudon-Val-Fleury;8767114;8703983;0;
Meulan Hardricourt;8775114;8703984;0;
Meun;2080264;2002853;0;
Meung-sur-Loire;8798465;8701599;8700647;
Meurchin;8743177;8701492;0;
Meursault;8799977;8701509;0;
Meuselbach-Schwarzm;8012346;8012346;0;
Meuse TGV;8764732;8714732;8700119;
Mevergnies-Attre;8886058;8800389;0;
Mexilhoeira Grande;9440587;9400403;0;
Meximieux-Perouges;8746410;8702552;0;
Meydanekbez;7509560;0;0;
Meyenburg;8017160;8012348;0;430
Meymac;8759427;8701641;8700986;
Meymac Bourg;8791114;8703986;0;
Meyrargues;8775137;8703987;0;
Meyrin;8549282;8501006;0;
Mezdra;5227000;5200019;5200300;
Mezdra Jug;5250604;5200604;0;
Mezeriat;8787922;8702409;0;
Mezidon;8744420;8700397;8700769;
Mezihori;5420858;5401964;0;
Mezimesti;5453710;5400259;5453710;
Mezipotoci;5428858;5401965;0;
Mezirici;5436858;5401966;0;
Mezno;5444858;5401967;0;
Mezöbereny;5580088;5500108;5517889;
Mezoebereny;5517889;0;0;
Mezoefalva;5506536;0;0;
Mezoehegyes;5519166;0;0;
Mezoekoevesd;5511312;0;0;
Mezoepeterd;5514431;0;0;
Mezoetur;5517848;0;0;
Mezöfalva;5535848;5500844;0;
Mezöhegyes;5543848;5500845;0;
Mezökeresztes-Mezon.;5567848;5500848;0;
Mezökovacshaza;5575848;5500849;0;
Mezökovacshaza felsö;5583848;5500850;0;
Mezökövesd;5556808;5500015;5511312;
Mezökövesd felsö;5591848;5500851;0;
Mezölak;5599848;5500852;0;
Mezöpeterd;5520728;5500853;5514431;
Mezötarkany;5528728;5500854;0;
Mezötur;5564088;5500106;5517848;
Mezözombor;5536728;5500855;0;
Mezzani-Rondani;8357169;8301796;0;
Mezzano;8381169;8301799;0;
Mezzocorona;8302035;8300102;8300236;
Mezzovico;8505217;8505217;0;
Mga;2052432;2004000;0;
Mialy;5172106;5102234;0;
Miannay;8760865;8701525;0;
Miasnoi Bor;2028671;2000975;2004129;
Miasowa;5172986;5102344;0;
Miass 1;2050991;2000960;2040530;
Miasteczko Krajensk.;5190506;5102266;0;
Miasteczko Slaskie;5188035;5104536;0;
Miastko;5132906;5102239;0;
Micasasa;5381437;5331437;0;
Michajlow;2066991;2000962;2000099;
Michalany;5613750;5601971;5613750;
Michalczew;5188106;5102236;0;
Michalin;5148906;5102241;0;
Michal nad Zitavou;5668858;5601970;0;
Michalova;5651299;5603695;0;
Michalova zast.;5684858;5601972;0;
Michalovce;5616730;5601973;5616730;
Michalovce zast.;5621658;5601974;0;
Michelau;8200128;0;0;
Michelaubrück;8004013;8004013;8097607;
Michelau(LUX);8270730;8270730;0;
Michelau(Oberfr);8004011;8004011;0;VGN
Michelau(Württ);8007194;8007194;0;423
Michelbach Bahnhof S;362103;362103;0;
Michelbach Herrnm;8004016;0;0;VAB
Michelbach (Ufr.) Ba;425888;425888;0;
Michelbach(Unterfr);8004015;8007277;0;VAB
Michelbach(Unterfr);8027576;8070165;0;
Micheldever;7059080;7001504;0;
Micheldorf;8101619;8100412;8100766;
Micheldorf/Hirt;8103626;0;0;
Micheldorf-Hirt;8188382;8100573;0;
Micheldorf in OÖ Bah;8179109;8179109;0;
Michelhausen;8101294;8101217;0;
Michelhausen Bahnhof;8171221;8171221;0;
Michelstadt;8004017;8004017;8001148;RMV
Michendorf;8010233;8010233;8014179;VBB
Michiganseestr., Ber;733099;733099;0;
MICHURINSK-;2059816;2096025;0;
Michurinsk;2060014;0;0;
Michurinsk Uralskij;2055042;2000132;2014421;
Michurinsk Voronejsk;2062975;2000196;2014418;
Mickunai;2473207;2400301;0;
Micula;5395488;5345488;0;
Middelburg;8400436;8400436;8400436;
Middelfart;8600501;0;0;
Middelfart st;8651593;8601593;8600501;
Middlesbrough;7079290;7001502;7000045;
Midoes;9448587;9400404;0;
Miechow;5107946;5100218;5100238;
Miedelsbach Rathaus,;561118;561118;0;
Miedelsbach Steinenb;561355;561355;0;
Miedelsbach-Steinenb;8007193;8007193;0;423
Miedwiecko;5122506;5102208;0;
Miedzyborow;5177706;5102205;0;
Miedzyborz Sycowski;5162506;5102213;0;
Miedzylesie;5105720;5100225;5100203;
Miedzyrzec Podl.;5104083;5102249;5100510;
Miedzyrzecz;5102670;5102229;0;
Miedzyzdroje;5100102;5100252;5100123;
Miekinia;5105902;5102265;0;
Mielan;8743914;8703990;0;
Mienia;5156906;5102242;0;
Miercurea Ciuc;5340373;5300262;5340373;
Miercurea Sibiu;5350263;5300263;0;
Mieres-Puente;7145855;7100447;7115203;
Mieroszow(PL);5163306;5102223;0;
Mierzecin Strzelecki;5187306;5102226;0;
Mies;8583993;8501014;0;
Miesbach;8007877;8004019;0;534
Miesenbach;8004022;8007482;0;
Miesenbach-Waidm.;8103241;8101218;0;
Miesenbach-Waidmanns;8173195;8173195;0;
Miesenheim;8004020;8004020;0;
Miesenheim Andernach;8071491;8071491;0;
Mieste;8012351;8012351;0;
Miesterhorst;8012352;8012352;0;
Mieszkow;5176266;5102385;0;
Mieszkowice;5139306;5102220;5100517;
Mietenkam;8004021;0;0;
Mietenkam, Grassau (;531695;590016;0;
Mietkow;5165786;5102353;5100511;
Mignaloux Nouaille;8751914;8703991;0;
Mignano Monte Lungo;8320369;8301732;0;
Mihaesti;5360483;5310483;0;
Mihaileni;5353423;5353423;0;
Mihail Kogalniceanu;5383143;5383143;0;
Mihai Viteazu;5382993;5382993;0;
Mihajlovo;5250182;5200182;0;
Mihalci Stambolovo;5250578;5200578;0;
Mihaljevci;7880534;7800387;0;
Mihalt;5381592;5331592;0;
Mihalyhaza;5544728;5500856;0;
Mihaylovo;5248000;0;0;
Mijatovo Kolo;6231304;0;0;
Mika;5158506;5102262;0;
Mikashevichi;2135416;2100075;0;
Mikhajlenki;2254128;2201445;0;
Mikhajlovskij Rudnik;2074991;2000963;2001331;
Mikkeli;1000546;1000063;1000546;
Mikleus;7888534;7800388;0;
Miklostelep;5560728;5500858;0;
Mikolajki;5101254;0;0;
Mikolajki Pomorskie;5160186;5102283;0;
Mikolow;5106906;5102244;5100240;
Mikolow Jamna;5134506;5102259;0;
Mikulasovice dol.n.;5429658;5401975;0;
Mikulasovice hor.n.;5437658;5401976;0;
Mikulasovice stred;5445658;5401977;0;
Mikulichin;2240681;2200673;0;
Mikulovice;5434232;5401981;5434232;
Mikulov na Morave;5434855;5401978;0;
Mikulov-Nove Mesto;5469658;5401980;0;
Mikulov v Krus.horac;5461658;5401979;0;
Mikulowa;5159306;5102272;0;
Mikun;2082991;2000964;2010210;
Mikun 2;2096672;2004355;0;
MILANO;8396005;8396005;0;
Milano;8399002;0;0;
Milano Centrale;8301700;8300046;8300111;
Milano Certosa;8301640;8300414;8300150;
Milano Dateo;8353933;8303933;0;
Milano Greco Pirelli;8379518;8300416;8300151;
Milano Lambrate;8301701;8300062;8300152;
Milano Lampugnano;8399099;0;0;
Milano Lampugnano (T;8389414;8389414;8083111;
Milano Lancetti;8376224;8389074;0;
Milano P. G.;8301645;0;0;
Milano P. Genova;8301631;0;0;
Milano Porta Garibal;8359190;8300047;8300112;
Milano Porta Garibal;8384224;8389075;0;
Milano Porta Genova;8350504;8300504;8300153;
Milano Porta Venezia;8321024;8389077;0;
Milano P. Romana;8386121;8300960;8300154;
Milano P. Vittoria;8387518;8300417;8300156;
Milano Repubblica;8392224;8389076;0;
Milano Rogoredo;8301820;8300418;8300157;
Milano S. C.;8301630;0;0;
Milano S.Cristoforo;8335518;8300461;8300158;
Milanowek;5121786;5102298;0;
Milanowek Grudow;5140906;5102240;0;
Milavce;5422458;5401984;0;
Milazzo;8312042;8300321;8300739;
Milcov;5362912;5312912;0;
Milcz;5180906;5102245;0;
Milcza;5108368;5102196;5100512;
Milec;5430458;5401985;0;
Milee;7350435;7300435;0;
Milejow;5164906;5102243;0;
Milenovice;5438458;5401986;0;
Mileto;8311790;8301053;8300785;
Milevsko;5468640;5400139;5475552;
Milford Haven;7040950;7001507;7000118;
Milhac d'Auberoche;8759914;8703992;0;
Milhaud;8720865;8701520;0;
Milhostov u Mar.Lazn;5446458;5401987;0;
Milicz;5126506;5102258;0;
Milies;7300378;0;0;
Milik;5189706;5102256;0;
Milikov;5454458;5401988;0;
Mili Marina;8362003;8312003;0;
Milin;5462458;5401989;5476914;
Milisauti;5351700;5351700;0;
Militello;8312276;8302584;0;
Milki;2090991;2000965;2034648;
Milkovica;5250579;5200579;0;
Milkowice;5166506;5102263;0;
Millas;8767914;8703993;0;
Millau;8778300;8700093;8700134;
Millbrook (Hamps);7059090;0;0;
Millbrook (Hants);7098592;7001513;0;
Millerowo;2054975;2000195;2064375;
Millingen(b Rees);8004024;8004024;0;VRR
Millingen(b Rheinb);8004023;8004023;0;VRR
Millstreet;6070056;0;0;
Milly-sur-Therain;8754545;8701644;0;
Milmersdorf;8012353;8012353;0;
Milmort;8841665;8800237;0;
Milobadz;5199306;5102277;0;
Milochov;5670458;5601990;0;
Milocin;5175823;5175822;0;
Milocin Lubelski;5176186;5102285;0;
Milogoszcz;5120986;5102288;0;
Miloslawskoe;2098991;2000966;2014398;
Milostin;5486458;5401992;0;
Milotice nad Becvou;5494458;5401993;0;
Milotice nad Opavou;5423258;5401994;5434252;
Milova;5350264;5300264;0;
Milovice;5431258;5401995;0;
Milowka;5174586;5102364;0;
Milowka Zabawa;5165139;5104494;0;
Miltach;8007164;8004026;0;493
Miltenberg;8000640;8000640;0;VAB
Miltern;8012354;8012354;0;
Miltitz-Roitzschen;8012356;8012356;8001373;
Milton Keynes C;7013780;0;0;
Milton Keynes Centr.;7074592;7001510;7000336;
Miltzow;8012358;8012358;0;
Mimberg;8004028;8004028;0;VGN
Mimon;5476640;5400140;5457169;
Min-Aral;2727791;2700166;2700829;
Minastirea Turnu;5372539;5322539;0;
Mindelaltheim;8004030;8004030;0;
Mindelheim;8000338;8000338;8087972;
Minden(Gem);8040298;0;0;
Minden(Westf);8000252;8000252;8032622;OWL
Mindra;5383758;5333758;0;
